Loc ID,LOCATION,SIG_TYPE,YEAR,CNT_DATE,HOURS,NB_SB_ST,EB_WB_ST,COUNCIL_DISTRICT,PED_VALUE,VEH_VALUE,SB_VALUE,WB_VALUE,NB_VALUE,EB_VALUE,X_COORDINATES,Y_COORDINATES
788,N Congress & NW 86th,TS,2020,01/07/2020 12:00:00 AM,5,N CONGRESS AVE,NE 86TH ST,CD2,28,3445,1540,221,1534,150,2741123.23,1123098.04
793,Pennsylvania & 39th,TS,2018,11/07/2018 12:00:00 AM,12,PENNSYLVANIA AVE,W 39TH ST,CD4,205,11377,419,4048,1095,5815,2762280.5,1052364.38
794,Jefferson & Ward Pkwy N Dr,TS-PLZ,2019,11/05/2019 12:00:00 AM,5,JEFFERSON ST,WARD PKWY (ND),CD4,212,10869,1019,4964,0,4886,2761622.83,1046207.4
797,Southwest Blvd & 25th,TS,2018,07/10/2018 12:00:00 AM,5,SOUTHWEST BLVD,W 25TH ST,CD4,16,5569,1961,848,2760,0,2761242.68,1061728.89
802,Gillham Rd & 22nd,TS,2017,01/10/2017 12:00:00 AM,5,GILLHAM RD / OAK ST,E 22ND ST,CD4,65,8576,1937,2769,2131,1739,2766272.69,1063183.93
803,Linwood & Van Brunt,TS,2017,06/01/2017 12:00:00 AM,5,VAN BRUNT BLVD,E LINWOOD BLVD,CD3,220,6324,3111,102,2180,931,2782865.85,1056998.86
804,Locust & Truman N Dr,TS-CBD,2017,09/20/2017 12:00:00 AM,5,LOCUST ST,E TRUMAN RD (ND),CD4,73,2668,34,1161,1473,0,2766687.06,1066554.95
805,Locust & Truman S Dr,TS-CBD,2018,12/18/2018 12:00:00 AM,12,LOCUST ST,E TRUMAN RD (SD),CD4,182,6233,0,3362,350,2521,2766683.65,1066470.18
808,NW Ambassador & N Skyview,TS,2016,12/20/2016 12:00:00 AM,5,N AMBASSADOR DR,NW SKYVIEW AVE,CD2,84,11466,2605,178,4967,3716,2746379.81,1125580.11
811,American Royal & 23rd,TS,2017,09/14/2017 12:00:00 AM,5,AMERICAN ROYAL DR,W 23RD ST,CD4,3,1804,0,736,494,574,2759030.76,1063554.14
812,N Skyview & Drive 2,TS,2018,11/13/2018 12:00:00 AM,12,PRIVATE DR 2,NW SKYVIEW AVE,CD2,5,9969,0,5650,2103,2216,2745594.7,1125823.61
817,State Line & 128th,TS,2016,12/14/2016 12:00:00 AM,5,STATE LINE RD,W 128TH ST,CD6,2,7578,2833,0,4348,397,2757980.69,993134.05
826,Lees Summit Rd & Little Blue Rd & Gregory,TS,2018,12/20/2018 12:00:00 AM,12,LEE'S SUMMIT RD,LITTLE BLUE RD,CD5,17,8728,1975,2155,2904,1694,2819980.34,1023021.73
832,Pennsylvania & 47th,TS-PLZ,2015,11/18/2015 12:00:00 AM,5,PENNSYLVANIA AVE,W 47TH ST,CD4,912,7416,514,3523,637,2742,2762157.66,1047088
836,Blue Ridge & Wornall,TS,2018,08/15/2018 12:00:00 AM,5,WORNALL RD,W BLUE RIDGE BLVD,CD6,7,5900,1734,2492,520,1154,2761605.98,991699.34
840,NW Briarcliff & N Mulberry,TS,2019,09/04/2019 12:00:00 AM,5,NW BRIARCLIFF PKWY,N MULLBERRY DR,CD4,48,4577,2050,966,922,639,2761144.26,1092800
841,Paseo & 22nd,TS,2018,07/12/2018 12:00:00 AM,12,PASEO BLVD,E 22ND ST,CD3,15,9153,2825,904,4202,1222,2770113.5,1062979.52
842,N Waukomis & Gower/NW 68th,TS,2017,06/08/2017 12:00:00 AM,12,N GOWER,NW WAUKOMIS/NW 86TH ST,CD2,110,11005,3049,4766,3190,0,2754887.51,1110833.32
846,N Oak & NE 42nd,TS,2016,12/20/2016 12:00:00 AM,12,N OAK TFWY,NE 42ND ST,CD4,54,12003,3555,3125,4334,989,2766949.59,1093705.73
848,Broadway & Truman N/S Dr,TS-CBD,2019,06/04/2019 12:00:00 AM,12,BROADWAY BLVD,W TRUMAN RD N&SD,CD4,171,30544,9485,8295,8036,4728,2763566.61,1066815.84
849,Charlotte & 11th/Hwy Off Ramps,TS,2018,03/27/2018 12:00:00 AM,5,CHARLOTTE ST,E 11TH ST,CD4,31,2240,746,1494,0,0,2767741.77,1068378.68
856,1001 W Carondelet Dr (Office Park),TS,2017,06/08/2017 12:00:00 AM,5,PRIVATE DRIVEWAY @ 1001,CARONDELET DR,CD6,4,2387,0,627,503,1257,2758953.73,1007622.04
857,N Chouteau Trfwy & N Parvin Rd,TS,2017,07/19/2017 12:00:00 AM,12,CHOUTEAU TFWY,PARVIN RD,CD1,15,7842,2419,1169,3192,1062,2779529.22,1090791.47
858,N Chouteau Trfwy & NE 33rd Ter,TS,2017,06/28/2017 12:00:00 AM,5,N CHOUTEAU TFWY,NE 33RD TERR,CD1,10,6258,1404,175,4109,570,2778488.88,1087864.7
865,Holmes St & E 22nd St,TS,2018,05/31/2018 12:00:00 AM,12,HOLMES ST,E 22ND ST,CD3,472,13663,0,7343,3046,3274,2767213.46,1063119.6
867,Lewis Rd and 63rd St,TS,2019,08/22/2019 12:00:00 AM,5,LEWIS RD,E 63RD ST,CD5,3,7591,0,3491,178,3922,2782683.22,1037055.79
868,NE 48th St @ 5950 Winnetonka W Dr,TS,2018,01/24/2018 12:00:00 AM,12,5950 WINNETONKA WD,NE 48TH ST,CD1,39,5057,0,2016,670,2371,2785786.77,1097471.65
869,N Flintlock & NE 82nd Ter,TS,2018,04/10/2018 12:00:00 AM,12,N FLINTLOCK RD,NE 82ND TER,CD1,29,11668,4255,874,4494,2045,2798479.52,1119792.17
871,Blue River Rd & E 87th St,TS,2018,05/01/2018 12:00:00 AM,12,BLUE RIVER RD,E 87TH ST,CD5,1,11323,713,5000,3279,2331,2776225.44,1021514.19
872,Delaware & 3rd,TS-OCS-CBD-ST/CAR,2019,06/06/2019 12:00:00 AM,5,DELAWARE ST,W 3RD ST,CD4,249,1244,67,799,0,378,2764704.53,1071593.11
873,Delaware & 5th,TS-OCS-CBD-ST/CAR,2018,06/14/2018 12:00:00 AM,5,DELAWARE ST,W 5TH ST,CD4,254,1467,385,418,461,203,2764848.32,1071026.99
876,Grand & 3rd,TS-OCS-CBD-ST/CAR,2018,12/05/2018 12:00:00 AM,5,GRAND BLVD,E 3RD ST,CD4,202,2282,610,556,558,558,2765733.36,1071855.4
877,Main & 16th,TS-OCS-CBD-ST/CAR,2019,10/01/2019 12:00:00 AM,12,MAIN ST,E 16TH ST,CD4,1618,5823,2529,545,2367,382,2765019.07,1066094.51
878,N Oak & Shoal Creek,TS,2019,11/13/2019 12:00:00 AM,12,N OAK TFWY,NE SHOAL CREEK PKWY,CD2,34,9795,2332,1935,2992,2536,2767357.21,1137066
880,Flintlock & NE 96th Street,TS,2019,07/23/2019 12:00:00 AM,12,N FLINTLOCK RD,NE 96TH ST,CD1,52,13147,0,4516,5325,3306,2798394.59,1128857.33
883,N Cleveland Ave & NE Chouteau Tfwy,TS,2019,07/18/2019 12:00:00 AM,12,NE CHOUTEAU TF,N CLEVELAND AV,CD1,39,15316,5686,1647,6753,1230,2778711.46,1094647.71
887,Wornall Rd & 135th St,TS,2017,05/31/2017 12:00:00 AM,5,WORNALL RD,E 135TH ST,CD6,6,3644,940,1070,0,1634,2761442.83,989033.13
890,Platte Purchase Dr & NW 88th St,TS,2017,09/26/2017 12:00:00 AM,12,N PLATTE PURCHASE RD,NW 88TH ST,CD2,4,7232,3485,1192,2555,0,2760143.27,1123784.07
895,N Corrington Ave & NE Parvin Rd,TS,2019,08/13/2019 12:00:00 AM,12,N CORRINGTON AVE,NE PARVIN RD,CD1,93,9672,2297,4472,304,2599,2789761.46,1093078.81
